Record_ID,Customer_Name,City,State,Region,Category,Sub_Category,Transaction_Date,Quantity,Unit_Price,Discount,Revenue,Profit,Rating,Status
AUT1015,Danielle Roman,East Sandraville,Oregon,North,A,Type3,28-11-2024,18,835.39,0.18,5260.75,1904.04,2.5,Pending
AUT1016,Daniel Myers,North Brad,Nebraska,South,B,Type3,06-09-2025,6,495.73,0.03,7963.25,512.8,1.5,Completed
AUT1017,Alvin Cameron,Smithtown,Tennessee,East,B,Type1,21-07-2025,11,52.72,0.06,3707.77,2898.37,3.7,Pending
AUT1018,Adrian Blair,New Christinamouth,Maryland,West,C,Type2,19-08-2023,15,932.19,0.26,4593.59,4725.93,1.6,Pending
AUT1019,Stefanie Rodriguez,East Erinbury,Wyoming,West,D,Type2,01-01-2025,19,122.87,0.01,6823.46,2079.5,2.5,Pending
AUT1020,Kevin Travis,North Gregorytown,Texas,South,A,Type3,25-08-2023,19,158.94,0.25,7268.93,1257.76,1.6,Completed
AUT1021,Melissa Lewis,West David,Oregon,West,A,Type3,09-11-2025,3,813.31,0.01,1428.35,-56.61,2.7,Completed
AUT1022,Valerie Baker,,Idaho,North,B,Type1,10-02-2026,10,340.91,0.14,1238.06,4777.17,1.4,Pending
AUT1023,Rebecca Aguilar,Lake Donald,Texas,South,D,Type3,19-05-2026,10,68.06,0.08,7099.04,2716.57,2,Pending
AUT1024,Tanya Hammond,New Andrew,Maine,South,B,Type1,24-01-2024,10,96.31,0.03,197.58,-209.93,1.4,Completed
AUT1025,Henry Nichols,Lake Hannah,Wyoming,South,B,Type1,27-07-2023,13,615.78,0.03,9007.2,2521.15,3,Pending
AUT1026,Robert Gray,Richardsstad,Oregon,West,B,Type3,11-03-2025,8,684.42,0,7315.49,4559.96,2.3,Completed
AUT1027,David Nguyen,Beanburgh,Wisconsin,North,A,Type2,18-04-2025,14,50.1,0.27,8038.86,-489.51,2,Cancelled
AUT1028,Daniel Richmond,East David,Florida,West,A,Type3,15-04-2026,1,196.31,0.04,7383.76,-423.48,2.8,Pending
AUT1029,David Gilbert,Chloeburgh,Washington,South,D,Type1,12-11-2023,7,915.11,0.18,5981.89,3433.89,2.2,Cancelled
AUT1030,Wayne Ramirez,Matthewton,Virginia,East,C,Type1,02-12-2025,10,964.82,0.15,9877.36,3835.84,2.9,Pending
AUT1031,Candace Golden,East Susan,Minnesota,North,B,Type3,23-07-2023,4,610.72,0.1,323.24,4177.35,2.5,Pending
AUT1032,Jared Wells,Stephaniestad,Pennsylvania,West,B,Type3,27-12-2025,15,667.58,0.12,4181.65,2603.24,4.1,Pending
AUT1033,Stephanie Gonzalez,Port Williamville,Wisconsin,West,B,Type3,14-03-2024,15,995.83,0.28,9451.22,3442.24,4.4,Cancelled
AUT1034,Jordan Briggs,Brandontown,Maine,North,A,Type3,16-09-2024,16,97.14,0.18,2730.43,-474.36,1.3,Pending
AUT1035,Susan Marshall,East Kathleen,Delaware,South,A,Type1,06-12-2025,19,547.1,0.23,4938.24,417.11,3.1,Completed
AUT1036,Elizabeth Warren,South Donald,Rhode Island,South,C,Type2,12-06-2025,1,755.59,0.11,7448.46,,1.3,Pending
AUT1037,Michael Horton,Nolanfort,Arizona,North,D,Type3,03-06-2025,11,231.6,0.11,3605.25,486.57,4.8,Pending
AUT1038,Toni Clark,Chandlerville,Kentucky,West,B,Type1,18-04-2025,4,949.7,0.22,6213.01,3830.79,2.2,Cancelled
AUT1039,Ronnie Skinner,Mcbrideshire,Kentucky,East,C,Type3,19-02-2026,13,654.33,0.12,8109.65,4817,3.4,Cancelled
AUT1040,Bradley Lara,Juliestad,Washington,North,A,Type1,19-09-2023,12,220.22,0.01,1439,-469.47,1.7,Completed
AUT1041,Robert Bowman,East Devin,Indiana,North,D,Type3,08-07-2024,1,884.05,0.24,5434.04,2770,2,Pending
AUT1042,Colton Shannon,Aguilarfort,Virginia,North,C,Type3,29-04-2026,2,104.91,0.12,136.4,342.48,1.2,Completed
AUT1043,Jamie Allen,Jimmyport,Hawaii,East,C,Type1,06-03-2025,17,985.69,0.14,1405.81,4911.39,3.2,Completed
AUT1044,Richard Smith,West Gailstad,Louisiana,South,D,Type3,16-01-2026,4,176.16,0.18,9609.81,1192.64,1.3,Completed
AUT1045,Benjamin Vasquez,South Ronald,Indiana,East,A,Type3,15-09-2025,1,727.74,0.01,407.18,,2.4,Cancelled
AUT1046,Mr. Kenneth Nash,Lake James,Massachusetts,South,D,Type3,16-05-2026,14,289.27,0.16,5301.37,1613.02,2.8,Cancelled
AUT1047,Katherine Klein,Jenniferborough,Michigan,North,A,Type3,19-09-2025,8,74.07,0.15,2183.23,2091.29,4.1,Completed
AUT1048,Jacqueline Patterson,West Stephenhaven,West Virginia,West,C,Type3,23-06-2025,1,459.64,0.02,1590.81,56.48,3.3,Pending
AUT1049,David Berg,Lake Michael,Idaho,South,A,Type3,23-06-2023,13,959.96,0.13,6329.4,3937.16,2.6,Cancelled
AUT1050,Kristina Flores,Gallegosburgh,South Carolina,South,B,Type1,30-10-2025,10,262.78,0.22,8330.76,2329.37,3.9,Completed
AUT1051,Gregory Gill,Port Kayla,Arkansas,West,A,Type3,27-06-2023,4,351.15,0.12,4773.36,918.63,2.9,Cancelled
AUT1052,Angela Chen,Williamsview,Kentucky,East,B,Type3,24-03-2026,16,985.81,0.29,286.1,2907.55,2.2,Pending
AUT1053,Joseph Jordan,North Thomas,Delaware,South,A,Type2,27-12-2023,3,576.4,0.09,6709.58,1869.61,3.5,Cancelled
AUT1054,Tiffany Hall,Tiffanyborough,Mississippi,South,B,Type2,16-02-2025,5,711.08,0.14,6209.15,3798.96,3.4,Cancelled
AUT1055,Mark Wall,South Kevinshire,Pennsylvania,North,A,Type1,29-11-2023,3,168.41,0.07,9663.94,2249.06,2.4,Cancelled
AUT1056,Jason Melendez,East Maryside,Indiana,North,B,Type1,21-02-2026,13,529.48,0.25,6741.42,1754.62,2.2,Completed
AUT1057,Nathaniel Harper,Joeside,Delaware,West,D,Type2,16-10-2023,13,717.97,0.05,4391.81,1079.4,3,Pending
AUT1058,Ms. Taylor Mcgee,Benjaminmouth,New Hampshire,East,B,Type2,04-10-2025,3,80.16,0.16,5077.23,4463.89,2.3,Completed
AUT1059,Dr. Richard Hernandez,Hurleyport,Washington,East,D,Type3,12-12-2025,9,712.25,0.12,7583.09,3173.1,2.4,Cancelled
AUT1060,Patricia Wilson,Stewartmouth,Louisiana,West,B,Type2,05-05-2026,12,69.77,0.13,6063.93,249.19,1.9,Cancelled
AUT1061,Bryan Lopez,North Glenda,Michigan,North,D,Type2,09-10-2025,1,178.9,0.23,3301.84,800.2,2,Pending
AUT1062,Matthew Brown,Andersonland,Arizona,South,C,Type1,03-05-2025,13,470.71,0.21,2542.22,789.57,2.5,Pending
AUT1063,Jesse Horton,Lemouth,Maine,South,D,Type2,11-02-2024,4,690.13,0.09,7208.92,1944.88,3.5,Pending
AUT1064,Todd Perry,West Michael,Vermont,East,D,Type2,01-12-2024,8,294.51,0.19,4556.44,-490.25,2.4,Pending
AUT1065,Brittany Griffith,New Miranda,New Mexico,North,C,Type3,16-01-2026,13,24.75,0.09,3265.51,3861.91,2,Completed
AUT1066,Mary Matthews,Hollyport,West Virginia,North,D,Type1,21-03-2025,10,925.48,0.01,8268.38,469.51,5,Cancelled
AUT1067,Robert Jones,East Donna,Washington,South,D,Type1,29-11-2025,5,288.63,0.28,3209.96,1356.53,3.3,Pending
AUT1068,Jeremy Bradford,Valdezville,Rhode Island,North,C,Type2,07-12-2024,7,486.29,0.16,7963.74,823.82,3.7,Pending
AUT1069,Danielle Mcclure,Mariachester,Washington,West,C,Type1,10-11-2023,19,75.05,,6669.17,1451.18,4.8,Cancelled
AUT1070,Brenda Carter,Nguyenberg,New Hampshire,West,B,Type3,13-06-2023,14,688.54,0.21,6054.87,2238.27,2.6,Pending
AUT1071,Carrie Glover MD,Antoniobury,Rhode Island,North,A,Type1,04-01-2025,17,795.74,0.3,257.28,1344.51,1.3,Cancelled
AUT1072,Robert Hebert,Sydneymouth,New Jersey,West,C,Type3,30-06-2025,9,465.68,0.19,9523.87,1215.53,1.9,Cancelled
AUT1073,Zachary Leonard,East Molly,Arkansas,South,B,Type3,29-04-2024,19,167.33,0.29,4054.14,3116.56,3.7,Cancelled
AUT1074,Michelle Cummings,Johnstad,California,East,B,Type3,29-11-2023,19,130.88,0.26,8340.77,1365.41,4.2,Completed
AUT1075,Haley Mitchell,Russellton,Colorado,South,D,Type2,20-01-2026,19,946.58,0.09,4978.44,1040.04,4.2,Cancelled
AUT1076,Briana Martin,Lake Andrew,Mississippi,West,C,Type1,21-01-2025,7,728.72,0.3,3416.77,4799.47,3.4,Completed
AUT1077,Rose Ballard,,Oregon,North,A,Type2,06-07-2025,17,395.43,0.21,7103.16,2176.79,2.3,Completed
AUT1078,Edward Horton,Lindseyberg,Oregon,South,C,Type3,24-10-2024,10,208.59,0.09,4309.65,675.83,4.2,Cancelled
AUT1079,Becky Murphy,North Casey,Idaho,North,C,Type2,14-05-2025,11,648.18,0,9610.1,-217.36,4,Completed
AUT1080,Melissa Hamilton,Nguyenborough,Massachusetts,East,D,Type2,21-07-2023,6,682.62,0,681.34,931.87,3.3,Pending
AUT1081,John Castillo,Joseberg,Washington,West,C,Type2,20-05-2025,15,777.52,0.17,1343.21,1735.97,2.6,Cancelled
AUT1082,Wendy Wyatt,Carmenton,Michigan,West,D,Type3,23-03-2025,16,535.8,0.01,2517.23,998.7,4.9,Completed
AUT1083,Jason Dyer,West Randy,Washington,West,D,Type2,24-06-2025,10,244.18,0.11,2625.86,4266.62,1.4,Cancelled
AUT1084,Cody Drake,South Kimberlyhaven,New York,West,A,Type3,26-05-2024,3,930.06,0.17,8038.05,3759.5,4.7,Completed
AUT1085,Amy Mcgee,Russellchester,Kansas,West,A,Type3,06-05-2025,14,590.53,0.04,4139.46,3804.18,3.5,Pending
AUT1086,Shannon Hanna,North Ianmouth,Louisiana,North,D,Type1,27-03-2025,7,13.56,0.01,8450.75,900.42,3.2,Completed
AUT1087,Maria Anderson,New Richard,Illinois,North,B,Type2,16-06-2025,13,396.85,0.15,8730.74,105.36,4.4,Completed
AUT1088,Daniel Kelly,Frazierland,Alabama,North,C,Type1,30-05-2025,8,223.62,0,9043.67,1013.66,2.7,Completed
AUT1089,Eric Smith,East Elizabethland,Illinois,North,C,Type2,06-10-2024,9,439.1,0.04,9002.9,836,4.4,Pending
AUT1090,Laura Ramirez,New Terri,Missouri,South,A,Type3,30-07-2025,9,744.07,0.23,6064.26,4733.51,2.6,Cancelled
AUT1091,Stephanie Ward,Port Rebecca,Kentucky,South,D,Type3,22-02-2025,16,313.15,0.07,196.53,2926.59,1.5,Cancelled
AUT1092,Timothy Garcia,New Marcuston,Illinois,South,C,Type2,25-12-2025,17,89.57,0.06,6955.58,1951.38,2.7,Pending
AUT1093,Martha Blake,Sharonmouth,Maine,North,C,Type2,30-06-2023,18,752.75,0.17,4821.61,4323.25,4.9,Completed
AUT1094,Caitlyn Murphy,South Hollyland,New Jersey,West,A,Type2,11-09-2023,8,888.01,0.19,6434.42,4819.79,3.3,Pending
AUT1095,Valerie Mayo,Christineshire,Colorado,West,C,Type2,05-07-2024,16,88.24,0.14,8770.95,539.72,3.9,Completed
AUT1096,Michael Dean,New Karina,Arkansas,South,C,Type2,22-05-2024,2,858.53,0.28,1577.06,4754.69,3.2,Pending
AUT1097,Donna Herrera,Lake Jontown,Wyoming,East,A,Type2,04-10-2025,7,929.4,0.01,3819.23,831.69,2.3,Completed
AUT1098,Scott Johnson,South Donborough,North Dakota,West,D,Type1,30-03-2024,18,826.14,0.28,4327.46,2195.96,3.3,Cancelled
AUT1099,Mrs. Mary Jones,Rosetown,New York,South,D,Type1,17-07-2025,1,45.37,0.04,8271.49,4892.65,3.6,Cancelled
AUT1100,Taylor Cox,East Andrewtown,Alabama,North,A,Type1,23-11-2023,4,296.48,0.29,2751.12,3704.12,3.2,Completed
AUT1101,Christopher Mitchell,Amandaland,California,West,C,Type3,09-08-2025,10,282.24,0.24,2624.2,2078.82,3.2,Pending
AUT1102,Jason Garcia,East Peter,Alaska,East,B,Type3,09-10-2023,12,424.86,0.1,747.44,-64.47,3.2,Pending
AUT1103,Rachel Sandoval,Port Ruth,Oregon,West,C,Type2,27-05-2025,17,210.04,0.08,3838.37,631.04,2.7,Cancelled
AUT1104,Jerry Lopez,Lake Bobbymouth,New York,South,D,Type3,17-06-2024,13,927.36,0.24,3223.5,4148.19,2.3,Completed
AUT1105,Michael Macias,Allenstad,New Jersey,East,B,Type3,15-07-2024,5,208.28,0.11,2426.57,668.57,4.6,Pending
AUT1106,Anne Miller DDS,West Allisonland,Pennsylvania,North,C,Type2,24-04-2025,14,391.83,0.28,1626.64,4751.24,3.5,Completed
AUT1107,Edward Woods,West Monicahaven,Pennsylvania,West,C,Type2,28-06-2023,9,544.87,0.24,5101.73,430.97,3.2,Cancelled
AUT1108,Elijah Kim,Johnberg,South Carolina,North,A,Type2,08-02-2025,7,246.27,0.11,8763.62,1357.72,3.3,Pending
AUT1109,Cassandra Rose,Lake Priscilla,Maryland,East,B,Type2,01-11-2025,10,398.5,0.19,1031.14,2782.45,4.7,Cancelled
AUT1110,Kimberly Carter,Owensbury,Georgia,South,A,Type2,13-01-2024,17,774.15,0.13,1366.82,2042.03,3.1,Pending
AUT1111,Mrs. Brittney Carter,Lake Bobby,Arizona,North,B,Type2,11-09-2024,15,271.55,0.08,3556.29,3422.15,3.2,Pending
AUT1112,Gary Miller,,Wyoming,North,B,Type2,13-02-2024,10,693.91,0.22,932.29,2290.67,3.6,Completed
AUT1113,Jeanne Dyer,Willisberg,South Carolina,North,C,Type1,29-06-2023,2,744.23,0.15,2435.11,1869.22,4.7,Cancelled
AUT1114,Todd Green,Valerieview,New Jersey,North,C,Type1,16-10-2025,11,59.2,0.2,7503.14,4189.24,2.4,Completed
AUT1115,Sarah Hahn,Lake Carlmouth,Illinois,South,A,Type1,07-04-2024,11,470.49,0.1,2454,3868.33,3,Cancelled
AUT1116,Claudia Castro,East Taylor,Virginia,West,A,Type1,30-05-2023,16,61.81,0.01,4932.63,3026.41,3.7,Completed
AUT1117,Stephanie Jordan,East Aaron,Vermont,West,A,Type2,12-08-2025,1,982.08,0.07,1370.57,1566.81,2.3,Pending
AUT1118,Diane Shaw,Lake Jasonport,Alabama,West,C,Type3,03-03-2025,11,182.17,0.25,6567.27,4785.65,1.1,Completed
AUT1119,Brian Cox,Stanleyshire,Maryland,East,C,Type1,20-12-2024,13,744.17,0.23,7113.49,173.71,2.5,Completed
AUT1120,Stephanie King,Thomaschester,Georgia,North,B,Type2,15-02-2024,6,732.35,0.25,4768.55,1643.22,4,Cancelled
AUT1121,Philip Norton,South Mackenzieton,Washington,South,B,Type3,25-04-2024,8,376.32,,4211.32,3541.6,4.2,Cancelled
AUT1122,Troy White MD,Jonesfort,Mississippi,West,A,Type3,01-04-2025,14,717.87,0.14,300.48,1445.56,1,Pending
AUT1123,Cassandra Rodriguez,Jasonhaven,Missouri,South,C,Type1,19-06-2025,10,329.71,0.26,8664.73,-458.48,3.7,Completed
AUT1124,Katherine Butler,Lake Sarahmouth,Maine,South,B,Type1,05-06-2024,7,115.74,0.21,8328.85,,1,Completed
AUT1125,Jacob Bauer,Erikatown,West Virginia,West,B,Type3,16-07-2023,8,941.99,0.1,1586.36,188.28,4.1,Cancelled
AUT1126,Alyssa Johnson,Michaelburgh,Maine,West,B,Type3,16-11-2024,10,634.8,0.02,5608.25,106.06,5,Completed
AUT1127,Matthew Jenkins,Boyerborough,California,West,A,Type2,30-06-2024,4,124.19,0.03,4535.39,2322.78,4.7,Pending
AUT1128,Theresa Simpson,South Marychester,Pennsylvania,South,D,Type2,14-05-2025,17,212.4,0.12,8377.2,3080.59,4.2,Completed
AUT1129,Victoria Good,Lake Erin,Alaska,North,C,Type1,19-09-2024,1,137.55,0.03,3477.7,3614.6,2.6,Cancelled
AUT1130,Jane Castro,South Williamborough,Kentucky,East,D,Type3,04-11-2025,12,56.5,0.29,1544.4,4288.87,1.5,Completed
AUT1131,Daisy Wallace,East Teresa,Michigan,South,C,Type2,16-11-2025,14,802.86,0.11,6142.69,1202.71,2.9,Completed
AUT1132,Timothy Little,West Hannah,Virginia,West,C,Type3,25-02-2026,8,52.81,0.05,391.11,3188.32,3.5,Pending
AUT1133,Kendra Small,Michelleport,Kentucky,East,B,Type2,14-04-2025,17,709.66,0.22,1982.14,1343.52,4.5,Cancelled
AUT1134,Amber Warner,East Erica,South Dakota,West,C,Type1,11-02-2025,7,761.19,0.18,2219.92,7.22,4.9,Pending
AUT1135,Helen Daniels,Port Christopher,North Carolina,East,A,Type2,01-11-2025,5,217.45,0.18,9252.77,1830.35,3.5,Completed
AUT1136,Tyler Harper,Samanthamouth,Hawaii,East,A,Type1,24-10-2023,15,727.45,0.13,4109.45,1144.66,3.9,Pending
AUT1137,Veronica Edwards,Port Alexis,Iowa,West,A,Type2,03-02-2024,11,678.07,0.3,2667.98,288.86,4.7,Cancelled
AUT1138,Samantha Chavez,Walkermouth,Michigan,East,D,Type1,01-02-2026,15,889.71,0.15,666.24,3327.69,1,Cancelled
AUT1139,James Holt,North Melissa,Texas,West,C,Type1,03-11-2023,2,156.83,0.02,605.07,4311.98,1.5,Pending
AUT1140,Nathan Jordan Jr.,Port Aaronshire,New Jersey,South,A,Type3,01-04-2025,19,742.87,0.08,4603.79,942.28,4.5,Cancelled
AUT1141,Gregory Mitchell,Colonview,Iowa,South,B,Type2,24-06-2023,8,330.16,0.15,5675.88,205.99,2.6,Cancelled
AUT1142,Nathan Brown,West Kristine,Pennsylvania,East,C,Type1,25-07-2023,17,27.24,0.18,2214.12,1926.46,3,Pending
AUT1143,Matthew Nguyen,Smithville,Florida,West,D,Type2,09-07-2024,14,341.94,0.16,2883.11,2714.28,3.2,Pending
AUT1144,Mr. Timothy Ritter,Elizabethstad,Michigan,East,B,Type1,03-08-2025,11,369.37,0.16,9325.49,1837.41,4.7,Pending
AUT1145,Michael Roberts,Garciatown,Illinois,East,C,Type1,16-06-2023,12,560.74,0.01,2203.62,3540.76,4.2,Pending
AUT1146,Megan Bailey,Hortonland,Vermont,South,D,Type1,30-04-2024,10,888.73,0.1,5153.97,1717.16,2.2,Pending
AUT1147,Ryan Jimenez,Martinshire,Florida,South,B,Type3,14-03-2024,6,578.58,0.22,8725.61,3629.81,1.5,Cancelled
AUT1148,Victoria Gordon,West Bryan,West Virginia,West,A,Type2,15-07-2023,4,93.12,0.15,6061.36,3851.14,1.2,Cancelled
AUT1149,Laura Welch,Andreabury,Utah,South,C,Type2,23-04-2026,1,664.8,0.09,6229.27,474.97,1.6,Pending
AUT1150,Antonio Gill,Lake Trevorberg,New Jersey,South,D,Type2,19-08-2023,2,397.55,0.09,5390.73,4867.46,1.2,Cancelled
AUT1151,Michael Carpenter,Moralesburgh,Kansas,East,D,Type3,27-02-2026,14,330.98,0.24,5547.84,2092.13,2.8,Completed
AUT1152,Amy Barron,Jeffreyborough,Montana,North,D,Type2,19-03-2024,4,221.72,0.07,6551.5,1478.64,1.3,Pending
AUT1153,Ernest Walker,Romerofort,Idaho,East,C,Type2,20-12-2023,5,602.79,0.12,4024.04,4154.48,1.1,Completed
AUT1154,Michael Valdez,North Katrinaport,Tennessee,South,D,Type3,08-12-2025,15,377.52,0.1,5741.17,4414.11,3.8,Completed
AUT1155,Dr. Laura Banks DVM,South Patrick,West Virginia,South,C,Type3,21-10-2023,9,992.47,,584.02,710.88,4.1,Completed
AUT1156,Lindsay Gutierrez,Peggyton,Arizona,North,B,Type2,01-11-2024,16,739.89,0.17,7822.06,,3.8,Pending
AUT1157,Laurie Sullivan,Benjaminbury,Kentucky,North,B,Type1,19-07-2023,13,121.39,0.11,6954.7,-58.67,4.5,Cancelled
AUT1158,Chris Morales,West Michael,Missouri,West,C,Type2,12-11-2024,3,221.72,0.16,7515.49,3655.9,4.8,Completed
AUT1159,Lisa Hunt MD,Scottstad,West Virginia,West,A,Type1,01-05-2025,5,329.12,0.17,5459.27,1197.69,4.6,Completed
AUT1160,Danielle Johnson,South James,Idaho,South,D,Type2,25-07-2023,6,869.72,0.04,5331,987.42,1.7,Completed
AUT1161,Craig Gutierrez,Scottville,Michigan,North,C,Type1,01-02-2025,10,34.27,0.22,1237.67,4521.59,3.5,Cancelled
AUT1162,Nicole Wallace,Johnsonland,Nevada,North,D,Type2,21-07-2023,15,951.56,0.19,3760.97,477.12,4.1,Pending
AUT1163,David Jenkins,Christophershire,Oregon,South,C,Type2,09-11-2024,17,290.51,0.24,1287.73,330.1,1.9,Pending
AUT1164,Lisa Davis,North Sarahchester,West Virginia,West,B,Type3,06-09-2024,7,703.42,0.1,4437.49,3625.73,2,Pending
AUT1165,Cody Miller,Catherineberg,Delaware,East,D,Type1,13-10-2024,1,279.79,0.11,1407.74,4801.67,2.5,Pending
AUT1166,Wyatt Chen,West Meredith,Maryland,West,A,Type3,01-10-2025,8,148.45,0.04,5854.91,1430.79,2.1,Cancelled
AUT1167,James Stewart,New Debbie,Virginia,East,A,Type2,18-02-2024,2,299.41,0.03,3323.39,3285.08,4.9,Cancelled
AUT1168,Rachel Riggs,Jenniferbury,North Dakota,West,D,Type1,21-12-2025,13,22.19,0.13,1755.87,4506.62,3.9,Completed
AUT1169,Angela Moses,Alanview,Pennsylvania,South,B,Type3,19-02-2024,4,636.48,0.05,7939.06,4921.85,4.9,Pending
AUT1170,Matthew Watts,,Idaho,North,B,Type2,22-04-2026,7,792.39,0.25,8956.96,1416.84,4,Cancelled
AUT1171,Anna Mcconnell,Lake Emilyport,Rhode Island,West,C,Type2,10-03-2026,19,10.5,0.23,9936.8,-189.02,4.5,Cancelled
AUT1172,Kendra Anderson,Jacksonstad,Massachusetts,West,D,Type2,01-08-2024,11,581.14,0.15,9691.65,-411.93,1.1,Cancelled
AUT1173,Debra Jackson,Blackbury,Mississippi,West,A,Type1,05-12-2025,13,414.01,0.02,4612.68,974.89,2.4,Cancelled
AUT1174,Michael Wright,Lake Kimberly,California,South,D,Type1,04-06-2023,16,738.24,0.19,1109.03,3192.05,1.3,Completed
AUT1175,Casey Jackson,Smithshire,Idaho,South,D,Type1,20-04-2024,6,167.35,0.27,5542.4,2769.26,2.3,Cancelled
AUT1176,Kenneth Snow,Jonathanburgh,South Carolina,East,D,Type3,27-12-2025,16,386.14,0.07,9663.52,2901.51,4.7,Completed
AUT1177,Robert Moore,East Elizabethmouth,Maryland,South,C,Type3,21-11-2024,4,856.92,0.09,3268.57,2716.35,5,Completed
AUT1178,Kaitlyn Gallegos,West Andrea,Virginia,North,C,Type2,21-04-2025,1,302.89,0.24,1391.52,,3.9,Pending
AUT1179,Jack Hicks,North Christopher,Louisiana,South,B,Type1,03-10-2024,12,358.08,0.28,5008.25,-7.2,1.2,Pending
AUT1180,Kelsey Rodriguez,West Sherri,Colorado,West,C,Type3,17-01-2026,9,854.7,0.13,1509.33,2197.24,1.1,Pending
AUT1181,Alexander Myers,Edwardsstad,Virginia,East,C,Type1,19-03-2025,17,642.33,0.11,7487.24,1977.8,1.6,Completed
AUT1182,Sierra Perez,Leeport,Vermont,East,B,Type3,15-01-2026,6,572.17,0.29,6699.51,-274.72,3.1,Completed
AUT1183,Teresa Thomas,Clarkbury,Utah,North,A,Type2,03-02-2026,10,26.16,0.19,237.94,3499.69,4.5,Pending
AUT1184,Stephanie Thomas,,Alaska,North,B,Type3,10-06-2023,12,160.33,0.17,1036.49,-205.51,3,Completed
AUT1185,Joshua Little,New Marcushaven,Virginia,North,C,Type2,21-03-2026,14,215.55,0.2,8340.39,4264.82,2.2,Cancelled
AUT1186,Samuel Romero,Lake Kevin,Pennsylvania,North,D,Type2,26-05-2026,6,576.33,0.22,2478.75,26.83,3.8,Pending
AUT1187,Christopher Carr,Lake Edward,Indiana,South,D,Type2,21-03-2025,10,797.71,0.26,5021.22,,1,Completed
AUT1188,Krista Potter,South Kenneth,California,North,D,Type2,10-03-2026,19,214.33,0.12,1645.34,13.7,3.2,Pending
AUT1189,Cindy Brown,Andrewfort,Ohio,North,B,Type2,13-07-2024,18,145.57,0.13,7361.49,868.22,2.5,Cancelled
AUT1190,Francisco Anderson,South William,Louisiana,South,A,Type1,09-08-2024,4,162.39,0.11,7538.14,4616.31,1.6,Cancelled
AUT1191,Anthony Taylor,Sandramouth,Idaho,North,C,Type2,24-09-2023,6,283.26,0.21,6031.99,3236.9,5,Pending
AUT1192,Jacob Harris,West Sandra,Connecticut,South,A,Type3,16-08-2023,17,243.1,0.11,3390.93,1811.74,1.6,Pending
AUT1193,Jonathan Dalton,East Pamela,California,East,A,Type1,02-06-2025,19,522.6,0.21,5592.74,936.61,5,Pending
AUT1194,Tracy Ortiz,Whitestad,Utah,East,A,Type2,03-06-2025,9,352.29,0.18,1543.01,3417.37,2.1,Cancelled
AUT1195,Jacob Martinez,Kaufmanside,Louisiana,West,C,Type1,20-06-2023,4,247.22,0.25,9306.73,81.16,1.5,Pending
AUT1196,Brandon Wilcox,East Angelmouth,North Dakota,South,B,Type1,09-07-2023,5,130.32,0.01,8399.55,297.71,3.9,Completed
AUT1197,Victor Garcia,Daniellebury,Virginia,South,D,Type2,15-05-2025,5,632.39,0.03,2033.82,3436.63,3.8,Pending
AUT1198,Isabella Parker,South Mary,Florida,North,C,Type1,27-09-2024,8,388.34,0.12,6412.64,38.41,4.1,Pending
AUT1199,Tyler Zamora,Jessicastad,Delaware,South,D,Type3,04-03-2026,5,755.35,0.17,2580.28,1282.05,1.8,Cancelled
